system:index,elevation,label,lossyear,ndvi,slope,treecover2000,.geo
26939,556,1,13,0.546234667301178,6.264083628922342,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
26951,624,1,17,0.5642156004905701,15.454225844388702,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
27009,898,1,18,0.2135607898235321,11.215103459726578,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
27063,79,1,17,0.6383590698242188,2.9319680897612894,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
27103,208,0,24,0.478627473115921,2.788644227352717,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
27489,528,1,16,0.36812204122543335,5.9226202964782715,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
27498,342,1,9,0.23277729749679565,4.627367505919335,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
27590,162,1,10,0.5568698048591614,1.0884848908602347,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
27840,7,1,4,0.5549414157867432,2.080682236527075,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
27909,222,0,23,0.409530907869339,20.851496008204503,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
27939,255,1,12,0.5496713519096375,11.078779727943306,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
27959,100,1,18,0.5457988977432251,2.7802885154932517,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
28040,11,1,6,0.4973470866680145,0.0,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
28281,320,1,13,0.22799739241600037,1.8300884231382861,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
28316,48,1,4,0.5816722512245178,9.20180738256672,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
28357,41,1,8,0.5509976148605347,1.3118569602736423,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
28475,107,1,4,0.5557731986045837,3.8286673308106205,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
28566,123,1,16,0.4571230411529541,1.3570353371118382,80,"{""type"":""MultiPoint"",""coordinates"":[]}"
28977,178,0,22,0.4484066367149353,1.8230337170060507,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
28986,410,0,22,0.3938058018684387,2.8944657376033787,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
29025,10,1,11,0.45178914070129395,1.312225863484663,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
29052,126,1,16,0.31250080466270447,3.317806292659302,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
29124,491,1,18,0.29522988200187683,2.56407304923468,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
29239,501,1,17,0.4660802185535431,6.734776973724365,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
29293,900,1,8,0.6445961594581604,12.221653344589038,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
29433,316,1,15,0.3773287236690521,21.30585066448588,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
29480,159,1,2,0.5358982086181641,7.223418558413791,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
29534,129,0,24,0.5732153654098511,2.0406752234928542,59,"{""type"":""MultiPoint"",""coordinates"":[]}"
29554,58,1,17,0.48498186469078064,8.386233543389546,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
29827,17,1,8,0.2969716191291809,2.170308275898957,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
30038,1440,1,5,0.45577365159988403,1.3271132066737674,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
30048,110,1,18,0.5378652215003967,2.0750857438311963,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
30086,694,0,22,0.6792374849319458,2.784426925140088,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
30212,865,1,3,0.5097405910491943,16.189703820190413,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
30235,1438,1,20,0.5548014640808105,3.866559949954279,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
30306,402,1,10,0.5128987431526184,16.17962745429517,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
30938,821,1,6,0.5749571323394775,17.633366868918863,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
31072,442,1,4,0.4533572494983673,1.3828081223498445,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
31218,93,1,16,0.5641326308250427,10.137455244169537,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
31238,21,1,18,0.4082721173763275,1.4166108395233408,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
31353,33,1,4,0.5087809562683105,1.4513439721929824,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
31437,288,1,10,0.5065492391586304,8.289099835320444,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
31454,374,1,15,0.4055662751197815,1.3281219948902683,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
31578,786,0,22,0.5448359251022339,12.149875057719361,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
31713,178,1,19,0.5070592761039734,1.9847392254339424,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
31859,256,1,13,0.3914073407649994,1.3116183632727096,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
31871,155,1,8,0.2489173859357834,12.109923189299504,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
31889,163,1,11,0.40970438718795776,8.892039633915001,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
31890,189,1,9,0.4667927920818329,0.9274099368729609,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
31914,217,1,17,0.31900689005851746,1.8543341688295631,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
32025,245,1,5,0.41985225677490234,1.370422558629892,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
32032,1276,1,14,0.11522628366947174,6.203598239377473,62,"{""type"":""MultiPoint"",""coordinates"":[]}"
32066,24,1,3,0.44496211409568787,0.0,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
32232,126,1,10,0.4642487168312073,9.140913159138393,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
32295,520,0,22,0.5986132621765137,9.923151165361766,53,"{""type"":""MultiPoint"",""coordinates"":[]}"
32315,108,1,19,0.41503891348838806,0.9274099368729609,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
32404,835,1,11,0.24835896492004395,10.609042630434862,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
32597,163,0,23,0.4854503870010376,8.273449862144073,92,"{""type"":""MultiPoint"",""coordinates"":[]}"
32613,126,0,21,0.6196077466011047,1.8543341688295631,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
32624,556,0,23,0.4395987391471863,6.527249006592515,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
32724,80,1,10,0.4438766837120056,8.338945388793945,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
32771,40,0,24,0.5229465365409851,1.3115687643925997,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
32800,186,1,19,0.5928813219070435,5.395423392943193,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
32806,662,0,21,0.4964468479156494,3.0144914630898962,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
33214,805,1,20,0.2510385513305664,8.122010279621122,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
33292,153,1,16,0.43583840131759644,22.029497596898754,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
33333,302,1,10,0.3641150891780853,6.530081463664928,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
33406,502,1,17,0.5360134243965149,7.840251934465405,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
33766,371,1,11,0.40907564759254456,0.0,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
34026,999,1,20,0.1752549409866333,7.6297506922681935,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
34138,403,1,4,0.41026318073272705,8.205133434895416,66,"{""type"":""MultiPoint"",""coordinates"":[]}"
34243,694,0,22,0.5971705913543701,5.949053340019449,63,"{""type"":""MultiPoint"",""coordinates"":[]}"
34364,217,1,18,0.654745876789093,2.7802885154932517,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
34410,927,1,18,0.21255524456501007,32.47240982865478,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
34459,336,1,2,0.21512174606323242,6.532898977490177,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
35147,1366,1,16,0.26328474283218384,9.720270751569066,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
35238,36,0,23,0.6192883849143982,2.0737387007026706,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
35340,360,1,16,0.17797929048538208,2.018590211868286,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
35385,1046,1,14,0.5757380127906799,13.93180774251722,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
35416,91,1,20,0.6552330255508423,21.94296332333167,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
35424,717,1,18,0.4460180997848511,19.226055145263672,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
35609,126,0,24,0.5529798865318298,1.3764937895244038,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
35699,587,1,6,0.43319258093833923,29.408515588816286,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
35804,583,1,20,0.6553047895431519,7.439687118584397,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
35944,293,1,18,0.5534892082214355,12.126065332873665,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
36056,518,1,17,0.33898672461509705,7.550897364120594,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
36077,1022,1,9,0.3368498980998993,4.571240213921278,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
36081,85,1,4,0.5888860821723938,2.8592267106817397,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
36563,114,1,7,0.5025739073753357,6.679454944394944,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
36729,76,1,17,0.4930564761161804,4.174089956815081,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
36847,175,1,16,0.1657543033361435,17.418141484503405,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
36965,348,1,17,0.6977232694625854,2.64781257461252,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
37235,559,0,24,0.31608372926712036,0.9274099368729609,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
37270,968,1,19,0.22424748539924622,5.907941480491962,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
37439,240,1,4,0.5813929438591003,6.531919855267934,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
37444,386,0,22,0.6273519992828369,5.85908000662612,88,"{""type"":""MultiPoint"",""coordinates"":[]}"
37748,1050,1,16,0.5340586304664612,11.254890246808182,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
37997,404,1,18,0.21786490082740784,8.807756423950195,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
38364,219,1,17,0.3932097256183624,5.239521667999956,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
38462,25,1,17,0.5495494604110718,2.9939021056317427,32,"{""type"":""MultiPoint"",""coordinates"":[]}"
38630,234,0,22,0.6728124022483826,5.716713094553122,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
38644,60,1,20,0.5313162803649902,2.7802885155287553,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
38693,264,1,16,0.533139705657959,7.102437456073258,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
38873,425,1,19,0.25830814242362976,3.9899094637016406,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
39004,181,0,24,0.5147392749786377,0.9274099469184875,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
39019,551,1,12,0.5288979411125183,2.937964725978849,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
39066,332,1,16,0.5727017521858215,0.9371521410076099,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
39200,818,1,2,0.33511826395988464,0.9274099368611016,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
39306,1294,1,1,0.4368033707141876,3.3464037367598407,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
39376,398,0,22,0.24852432310581207,4.627367505978261,36,"{""type"":""MultiPoint"",""coordinates"":[]}"
39382,126,1,13,0.5667839646339417,2.124144134956183,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
39407,458,0,23,0.5826870799064636,0.9662394079942986,77,"{""type"":""MultiPoint"",""coordinates"":[]}"
39473,859,0,24,0.3009321093559265,0.9274099368611016,56,"{""type"":""MultiPoint"",""coordinates"":[]}"
39763,2574,1,20,0.3208150267601013,14.714199299541344,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
39857,227,1,9,0.6198304891586304,0.0,81,"{""type"":""MultiPoint"",""coordinates"":[]}"
39999,998,1,9,0.5822829604148865,2.7802885154932517,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
40050,843,1,15,0.4416145086288452,27.61841348018607,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
40189,244,1,18,0.5694986581802368,11.92092107146483,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
40346,112,1,14,0.5250085592269897,19.726011428218296,79,"{""type"":""MultiPoint"",""coordinates"":[]}"
40451,239,0,22,0.7161672115325928,5.883873135309709,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
40482,569,1,14,0.41964438557624817,26.39263364747336,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
40490,494,1,11,0.34133782982826233,27.726404969526293,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
40804,817,1,8,0.6008250713348389,25.204624968571395,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
40853,18,1,9,0.5146334171295166,3.8186161027299734,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
40865,44,1,7,0.47574111819267273,4.156124114990234,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
41002,118,1,20,0.5736941695213318,10.330309890844246,94,"{""type"":""MultiPoint"",""coordinates"":[]}"
41173,1189,1,10,0.29260867834091187,4.09625244140625,74,"{""type"":""MultiPoint"",""coordinates"":[]}"
41279,136,1,2,0.44137924909591675,1.8200787466076631,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
41403,265,1,15,0.6140726804733276,4.2292683244380465,87,"{""type"":""MultiPoint"",""coordinates"":[]}"
41484,269,1,1,0.18823324143886566,2.7802885155287553,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
41551,81,1,19,0.4333972632884979,9.46213452717258,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
41582,234,1,16,0.5284671187400818,22.427226552326708,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
41585,62,1,13,0.5455225110054016,1.311528433617485,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
41677,173,1,15,0.42747390270233154,4.756869030877931,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
41690,441,1,13,0.5188060998916626,2.678539273925533,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
41721,271,1,12,0.4114993214607239,0.9742703146026396,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
41993,63,0,24,0.5607801675796509,1.8560307233003603,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
42161,278,1,2,0.7117829322814941,0.9274099368729609,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
42259,41,1,14,0.46035027503967285,2.93061645249676,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
42368,360,1,4,0.5249913334846497,8.50491707534037,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
42376,1506,1,9,0.3787095546722412,6.12332846971621,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
42915,411,1,19,0.6022974252700806,4.632206344552576,68,"{""type"":""MultiPoint"",""coordinates"":[]}"
42984,28,0,21,0.5877153277397156,0.0,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
43072,283,0,24,0.6431195735931396,12.504402587586204,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
43185,588,1,9,0.48176097869873047,23.243425021057007,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
43341,101,1,7,0.38346531987190247,2.166533618321906,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
43437,157,1,11,0.32668212056159973,2.1125760767637916,48,"{""type"":""MultiPoint"",""coordinates"":[]}"
43507,434,0,24,0.2636042833328247,23.570959801337285,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
43566,1050,1,12,0.13287587463855743,14.732159297328716,84,"{""type"":""MultiPoint"",""coordinates"":[]}"
43645,1237,1,20,0.39600279927253723,17.906877517700195,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
43665,928,1,16,0.366252064704895,21.821577072143555,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
43679,1683,1,17,0.2685660421848297,23.35722710862281,86,"{""type"":""MultiPoint"",""coordinates"":[]}"
43709,81,0,22,0.59893399477005,1.4282506071593675,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
43769,795,1,6,0.3715784251689911,1.3299935820589421,44,"{""type"":""MultiPoint"",""coordinates"":[]}"
43784,216,1,9,0.483939528465271,15.21416115373577,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
43886,682,1,16,0.36311882734298706,1.6679970785481089,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
43921,537,0,21,0.5781288743019104,10.943199936384982,73,"{""type"":""MultiPoint"",""coordinates"":[]}"
43935,1828,1,13,0.33208855986595154,11.905343804859877,58,"{""type"":""MultiPoint"",""coordinates"":[]}"
44059,198,1,13,0.2847817838191986,2.7802885155642585,83,"{""type"":""MultiPoint"",""coordinates"":[]}"
44361,328,1,20,0.6370168328285217,8.289099835424986,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
44380,27,1,11,0.5466986894607544,6.197526547100885,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
44702,21,1,6,0.4811515808105469,0.9274099469184875,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
44706,56,1,4,0.6177306175231934,12.447828316727795,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
44790,6,1,10,0.37872374057769775,2.0742465277469986,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
44812,203,0,24,0.6646018624305725,8.490577763443223,76,"{""type"":""MultiPoint"",""coordinates"":[]}"
45076,237,1,2,0.6654412746429443,3.819577686599469,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
45118,270,0,24,0.6069744229316711,25.86869484596916,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
45221,646,1,14,0.3761715292930603,27.04306037055656,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
45345,451,0,22,0.3579402565956116,1.9221122086906464,64,"{""type"":""MultiPoint"",""coordinates"":[]}"
45558,240,1,16,0.5803583264350891,6.721260817529933,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
45564,454,0,24,0.29754379391670227,5.660109206744954,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
45621,30,1,12,0.46882498264312744,9.497565030575098,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
45746,269,1,14,0.3920043408870697,10.642817119316833,85,"{""type"":""MultiPoint"",""coordinates"":[]}"
45883,384,1,20,0.5789193511009216,7.608249113245274,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
46013,112,0,22,0.44691193103790283,3.3424139388322414,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
46041,295,1,10,0.48703518509864807,5.705996511693622,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
46232,52,1,4,0.4596765339374542,2.623057640772589,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
46262,607,1,6,0.5716627836227417,9.464772623143528,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
46264,309,1,17,0.2558605670928955,4.982445891971684,75,"{""type"":""MultiPoint"",""coordinates"":[]}"
46286,527,1,2,0.29802829027175903,10.137469291687012,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
46333,424,0,21,0.5525828003883362,7.100880300345416,60,"{""type"":""MultiPoint"",""coordinates"":[]}"
46343,617,1,18,0.44330596923828125,1.3144545606920672,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
46369,217,1,9,0.5285688638687134,9.262687882134824,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
46385,60,1,13,0.4526647627353668,2.806410582190342,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
46457,318,1,18,0.46098557114601135,7.313847237294596,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
46528,438,0,24,0.5630850791931152,6.660186296577386,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
46578,906,0,22,0.3672107756137848,29.451072902845397,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
46608,16,1,12,0.49849382042884827,2.9304462290433038,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
46643,772,1,19,0.49000149965286255,11.515011836348622,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
46710,570,1,6,0.18578124046325684,9.979447779480383,65,"{""type"":""MultiPoint"",""coordinates"":[]}"
46963,338,1,20,0.6259223222732544,0.963987877794854,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
46965,231,1,13,0.21800875663757324,1.7246631072889844,45,"{""type"":""MultiPoint"",""coordinates"":[]}"
47106,567,0,23,0.45739856362342834,14.512012481689453,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
47150,561,1,6,0.562799870967865,4.146411378916148,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
47647,173,1,18,0.5064635276794434,4.1460111727260225,49,"{""type"":""MultiPoint"",""coordinates"":[]}"
47709,73,1,5,0.4906086325645447,2.930442393044105,97,"{""type"":""MultiPoint"",""coordinates"":[]}"
47861,320,1,9,0.35271403193473816,2.7802885155642585,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
47944,644,1,11,0.4369921386241913,2.7802885155287553,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
47949,425,1,18,0.5571050047874451,3.824859365657642,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
47981,290,1,16,0.4983348548412323,2.6846731565716593,70,"{""type"":""MultiPoint"",""coordinates"":[]}"
48006,479,1,17,0.4352245330810547,1.0132396304152096,55,"{""type"":""MultiPoint"",""coordinates"":[]}"
48036,537,1,6,0.5106439590454102,2.623597127857351,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
48050,415,0,23,0.5551832914352417,3.8184928666166864,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
48097,63,1,3,0.6178419589996338,1.312758185685886,82,"{""type"":""MultiPoint"",""coordinates"":[]}"
48191,71,1,9,0.5609174370765686,6.1995953084102595,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
48299,959,1,19,0.39422327280044556,22.161658212632315,78,"{""type"":""MultiPoint"",""coordinates"":[]}"
48320,75,1,10,0.4913140535354614,4.627367505978261,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
48331,450,1,2,0.5872665047645569,11.77774638834035,71,"{""type"":""MultiPoint"",""coordinates"":[]}"
48439,49,1,9,0.5801199674606323,12.031582229926332,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
48706,791,0,23,0.6005386710166931,8.308524630162655,52,"{""type"":""MultiPoint"",""coordinates"":[]}"
48881,148,0,22,0.5968784689903259,0.9274099368729609,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
48887,266,1,8,0.5830365419387817,14.662399424123517,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
48892,553,1,19,0.5511015057563782,0.9294743132939721,100,"{""type"":""MultiPoint"",""coordinates"":[]}"
49237,172,1,10,0.32562652230262756,0.9274099469184875,72,"{""type"":""MultiPoint"",""coordinates"":[]}"
49339,135,1,14,0.6358872056007385,17.943770325951174,31,"{""type"":""MultiPoint"",""coordinates"":[]}"
49343,391,1,5,0.5227215886116028,11.154056105665894,89,"{""type"":""MultiPoint"",""coordinates"":[]}"
49363,64,1,6,0.5260247588157654,1.3666797979859175,47,"{""type"":""MultiPoint"",""coordinates"":[]}"
49477,265,0,22,0.4748295545578003,4.718602180480957,99,"{""type"":""MultiPoint"",""coordinates"":[]}"
49520,797,1,20,0.5831151008605957,6.5308204951186,90,"{""type"":""MultiPoint"",""coordinates"":[]}"
49590,653,1,13,0.6314556002616882,6.667346275691083,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
49594,126,1,14,0.5894007682800293,3.266597773794816,96,"{""type"":""MultiPoint"",""coordinates"":[]}"
49600,54,1,16,0.628618061542511,1.4449751490649274,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
49617,384,1,13,0.6491407752037048,4.141484394604607,98,"{""type"":""MultiPoint"",""coordinates"":[]}"
49686,2841,0,24,0.3687552213668823,3.6278473610298274,93,"{""type"":""MultiPoint"",""coordinates"":[]}"
49871,580,0,24,0.28488293290138245,7.097846846344236,54,"{""type"":""MultiPoint"",""coordinates"":[]}"
49899,780,0,24,0.5971159934997559,19.469192948908848,46,"{""type"":""MultiPoint"",""coordinates"":[]}"
49964,236,1,5,0.4620073735713959,6.5446750039490595,95,"{""type"":""MultiPoint"",""coordinates"":[]}"
